davidson_step,pair_index,residual,selected_by_residual,selected_forced,selected_auto_cluster,skipped_converged_in_cluster,skipped_linear_dependent,skipped_locked_old_logic_should_not_happen,correction_norm_before_ortho,correction_norm_after_ortho
15,29,1.3997108154323066e-07,0,0,1,0,0,0,5.0916645051720944e-06,4.3986072529921798e-06
16,28,4.0966214449889413e-13,0,0,1,1,0,0,0,0
16,29,8.2221460935586807e-08,0,0,1,0,0,0,3.2069271084429087e-06,2.7041716864269875e-06
17,28,4.1198506162174671e-13,0,0,1,1,0,0,0,0
17,29,4.6368548014000123e-08,0,0,1,0,0,0,2.1074849164113536e-06,1.6477974265851752e-06
18,28,4.0529489283307517e-13,0,0,1,1,0,0,0,0
18,29,2.7698850515894192e-08,0,0,1,0,0,0,1.7206987665137908e-06,1.1541450486507831e-06
19,28,3.9303590248091268e-13,0,0,1,1,0,0,0,0
19,29,2.0510105369151808e-08,0,0,1,0,0,0,1.3624444836860712e-06,8.1041353373508819e-07
20,28,3.6990674251700866e-13,0,0,1,1,0,0,0,0
20,29,1.2543484052728768e-08,0,0,1,0,0,0,6.6446337174692896e-07,4.2542749321236072e-07
21,28,3.5893402878675082e-13,0,0,1,1,0,0,0,0
21,29,6.3817068384041873e-09,0,0,1,0,0,0,2.6644998988051602e-07,2.0431309857549689e-07
22,28,3.5839234629595428e-13,0,0,1,1,0,0,0,0
22,29,3.0935786663603499e-09,0,0,1,0,0,0,1.1585765891500891e-07,9.9520337514160009e-08
23,28,3.5598981767357092e-13,0,0,1,1,0,0,0,0
23,29,1.5398471836643314e-09,0,0,1,0,0,0,6.1754571674053379e-08,5.526946341403287e-08
24,28,3.5616086037600901e-13,0,0,1,1,0,0,0,0
24,29,1.0977649884222293e-09,0,0,1,0,0,0,4.2853989261389644e-08,3.5104302558498914e-08
25,28,3.5676602945026717e-13,0,0,1,1,0,0,0,0
25,29,7.5368281395831e-10,0,0,1,0,0,0,3.947104213477266e-08,2.6800048094262224e-08
26,28,3.5673753919895238e-13,0,0,1,1,0,0,0,0
26,29,4.2953057904923903e-10,0,0,1,0,0,0,2.9549506093680684e-08,1.6372807173597197e-08
27,28,3.5799361912091335e-13,0,0,1,1,0,0,0,0
27,29,1.979144997426186e-10,0,0,1,0,0,0,1.1259341577408809e-08,6.7963840266628263e-09
28,28,3.5839884689584381e-13,0,0,1,1,0,0,0,0
28,29,9.5942874408963121e-11,0,0,1,0,0,0,3.8954192932597014e-09,2.9282756913550176e-09
29,28,3.5802216494654237e-13,0,0,1,1,0,0,0,0
29,29,4.5436110177735843e-11,0,0,1,0,0,0,1.5232068057414645e-09,1.3531816539815518e-09
30,28,3.5637204464293101e-13,0,0,1,1,0,0,0,0
30,29,1.999406420570607e-11,0,0,1,0,0,0,6.773364331216515e-10,6.1010083421735323e-10
31,28,3.564429480588011e-13,0,0,1,1,0,0,0,0
31,29,8.6617940793670854e-12,0,0,1,0,0,0,3.0586432445112973e-10,2.7118379185095716e-10
32,28,3.5732075012667048e-13,0,0,1,1,0,0,0,0
32,29,3.8673879983418032e-12,0,0,1,0,0,0,1.3183544999015374e-10,1.185242695430611e-10
33,28,3.5633419044565802e-13,0,0,1,1,0,0,0,0
33,29,1.8035328453841415e-12,0,0,1,0,0,0,5.9959875105690603e-11,5.4121881067540237e-11
34,29,8.249662769139736e-13,1,0,0,1,0,0,0,0
34,28,3.5411896652627055e-13,1,0,0,1,0,0,0,0
34,26,4.3236868729091012e-14,1,0,0,1,0,0,0,0
34,27,3.8577155963968556e-14,1,0,0,1,0,0,0,0
34,25,2.6810474205411486e-14,1,0,0,1,0,0,0,0
34,4,7.7668859111249774e-15,1,0,0,1,0,0,0,0
34,17,7.6815053098815373e-15,1,0,0,1,0,0,0,0
34,16,7.5435601558236408e-15,1,0,0,1,0,0,0,0
34,3,7.0644232996123789e-15,1,0,0,1,0,0,0,0
34,15,6.0688840153988767e-15,1,0,0,1,0,0,0,0
34,2,6.0460042527666197e-15,1,0,0,1,0,0,0,0
34,24,5.5792861537241034e-15,1,0,0,1,0,0,0,0
34,1,4.3549548851834048e-15,1,0,0,1,0,0,0,0
34,18,3.6400934003543174e-15,1,0,0,1,0,0,0,0
34,22,3.6357604034619079e-15,1,0,0,1,0,0,0,0
34,11,3.6260685350799594e-15,1,0,0,1,0,0,0,0
34,23,3.467681708282358e-15,1,0,0,1,0,0,0,0
34,20,3.3248903184133469e-15,1,0,0,1,0,0,0,0
34,14,3.2388857738512777e-15,1,0,0,1,0,0,0,0
34,21,3.232355453984958e-15,1,0,0,1,0,0,0,0
34,6,3.2114140031024613e-15,1,0,0,1,0,0,0,0
34,5,3.2020422286464167e-15,1,0,0,1,0,0,0,0
34,19,3.1934044340741768e-15,1,0,0,1,0,0,0,0
34,7,3.148596854754888e-15,1,0,0,1,0,0,0,0
34,12,3.0921471556603575e-15,1,0,0,1,0,0,0,0
34,8,2.9924552795852913e-15,1,0,0,1,0,0,0,0
34,10,2.877298181899921e-15,1,0,0,1,0,0,0,0
34,9,2.8725920973442521e-15,1,0,0,1,0,0,0,0
34,13,2.729620445386496e-15,1,0,0,1,0,0,0,0
34,0,1.7779617481531882e-15,1,0,0,1,0,0,0,0
