davidson_step,active_pairs,accepted_corrections,rejected_corrections,correction_norm_before_ortho,correction_norm_after_ortho,residual_before_global,residual_after_global,pair_28_before,pair_28_after,pair_29_before,pair_29_after,accepted,reject_reason,basis_cols_before,basis_cols_after,orthogonality_error_before,orthogonality_error_after
41,29,1,1,1.3130029402276547e-08,8.3643491948610545e-09,1.9594848847736408e-10,1.2177389054349069e-10,7.5693243939543859e-14,7.6013475560015974e-14,1.9594848847736408e-10,1.2177389054349069e-10,1,none,46,47,1.7097434579227411e-14,1.7097434579227411e-14
42,29,1,1,7.9196010986443082e-09,4.5709861710605492e-09,1.2177389054349069e-10,5.8611844525285419e-11,7.6013475560015974e-14,7.5991809622800783e-14,1.2177389054349069e-10,5.8611844525285419e-11,1,none,47,48,1.7097434579227411e-14,1.5543122344752192e-14
43,29,1,1,2.8235345379710621e-09,1.9961832700328514e-09,5.8611844525285419e-11,2.8856804325355123e-11,7.5991809622800783e-14,7.617384168865905e-14,5.8611844525285419e-11,2.8856804325355123e-11,1,none,48,49,1.5543122344752192e-14,1.5543122344752192e-14
44,29,1,1,1.3097016428458477e-09,1.0125154389567562e-09,2.8856804325355123e-11,1.7695432321488121e-11,7.617384168865905e-14,7.5907313305201348e-14,2.8856804325355123e-11,1.7695432321488121e-11,1,none,49,50,1.5543122344752192e-14,1.4210854715202004e-14
45,29,1,1,8.1616523219411388e-10,6.3342063970514602e-10,1.7695432321488121e-11,1.0564376337033579e-11,7.5907313305201348e-14,7.6108335890083466e-14,1.7695432321488121e-11,1.0564376337033579e-11,1,none,50,51,1.4210854715202004e-14,1.4210854715202004e-14
46,29,1,1,5.3707651593070987e-10,4.0676701426616638e-10,1.0564376337033579e-11,7.345915460555857e-12,7.6108335890083466e-14,7.6466351772128543e-14,1.0564376337033579e-11,7.345915460555857e-12,1,none,51,52,1.4210854715202004e-14,1.3766765505351941e-14
47,29,1,1,3.184737187660066e-10,2.5277243341952315e-10,7.345915460555857e-12,4.2501601006200472e-12,7.6466351772128543e-14,7.5784492349730254e-14,7.345915460555857e-12,4.2501601006200472e-12,1,none,52,53,1.3766765505351941e-14,1.532107773982716e-14
48,29,1,1,2.1306657670136265e-10,1.7040162263945551e-10,4.2501601006200472e-12,2.9598382815092053e-12,7.5784492349730254e-14,7.6108138935077458e-14,4.2501601006200472e-12,2.9598382815092053e-12,1,none,53,54,1.532107773982716e-14,1.5765166949677223e-14
49,29,1,1,1.0617510326457202e-10,8.7701964062392684e-11,2.9598382815092053e-12,1.4655169048232617e-12,7.6108138935077458e-14,7.6549254398729462e-14,2.9598382815092053e-12,1.4655169048232617e-12,1,none,54,35,1.5765166949677223e-14,1.609823385706477e-14
50,29,1,1,5.7606077764702335e-11,4.9071013975978477e-11,1.4655169048232617e-12,7.0129338956644719e-13,7.6549254398729462e-14,7.6551807072230347e-14,1.4655169048232617e-12,7.0129338956644719e-13,1,none,35,36,1.609823385706477e-14,1.6653345369377348e-14
51,29,1,1,3.5887522634355463e-11,3.1796609994641599e-11,7.0129338956644719e-13,3.9413425465888017e-13,7.6551807072230347e-14,7.6447283355004884e-14,7.0129338956644719e-13,3.9413425465888017e-13,1,none,36,37,1.6653345369377348e-14,1.787459069646502e-14
52,29,1,1,2.2354442638517809e-11,1.7961456864608163e-11,3.9413425465888017e-13,1.9509459240526351e-13,7.6447283355004884e-14,7.4977333716189329e-14,3.9413425465888017e-13,1.9509459240526351e-13,1,none,37,38,1.787459069646502e-14,1.4432899320127035e-14
53,29,1,1,1.5437162052092488e-11,1.0107182873636601e-11,1.9509459240526351e-13,1.3551070064560666e-13,7.4977333716189329e-14,7.6720764175959844e-14,1.9509459240526351e-13,1.3551070064560666e-13,1,none,38,39,1.4432899320127035e-14,1.4432899320127035e-14
54,29,1,1,8.8646947125878097e-12,5.999673806370606e-12,1.3551070064560666e-13,1.2895390952042658e-13,7.6720764175959844e-14,7.6349430300968497e-14,1.3551070064560666e-13,1.1044565548033029e-13,1,none,39,40,1.4432899320127035e-14,1.5987211554602254e-14
55,29,1,1,6.4354000243835823e-12,4.6848642707325231e-12,1.2895390952042658e-13,1.2691114679766908e-13,7.6349430300968497e-14,7.7189783389109509e-14,1.1044565548033029e-13,8.0676537344114255e-14,1,none,40,41,1.5987211554602254e-14,1.5765166949677223e-14
56,none,0,2,,,1.2691114679766908e-13,1.2691114679766908e-13,7.7189783389109509e-14,7.7189783389109509e-14,8.0676537344114255e-14,8.0676537344114255e-14,0,no_valid_correction,41,41,1.5765166949677223e-14,1.5765166949677223e-14
