davidson_step,pair_index,residual,selected_by_residual,selected_forced,selected_auto_cluster,skipped_converged_in_cluster,skipped_linear_dependent,skipped_locked_old_logic_should_not_happen,correction_norm_before_ortho,correction_norm_after_ortho
31,29,3.218737903950336e-12,0,0,1,0,0,0,1.2798594009022793e-10,1.1015528743670156e-10
32,28,7.7124313412320453e-13,0,0,1,1,0,0,0,0
32,29,2.3947319917869768e-12,0,0,1,0,0,0,1.142293978712782e-10,8.5722703797916842e-11
33,28,7.7152655134898908e-13,0,0,1,1,0,0,0,0
33,29,1.6989186137459313e-12,0,0,1,0,0,0,1.0951655497380045e-10,6.9525844210167074e-11
34,28,7.7146335585569167e-13,0,0,1,1,0,0,0,0
34,29,1.1096547354992382e-12,0,0,1,0,0,0,6.8294297293108461e-11,4.0490134189639473e-11
35,28,7.7133167615628224e-13,1,0,0,1,0,0,0,0
35,29,6.1482373968689715e-13,1,0,0,1,0,0,0,0
35,24,4.7319472886169278e-14,1,0,0,1,0,0,0,0
35,27,2.7477803169164577e-14,1,0,0,1,0,0,0,0
35,25,1.622265186176699e-14,1,0,0,1,0,0,0,0
35,26,1.442214374557669e-14,1,0,0,1,0,0,0,0
35,1,8.723720593387418e-15,1,0,0,1,0,0,0,0
35,13,7.7513129118372906e-15,1,0,0,1,0,0,0,0
35,14,7.7462308730354298e-15,1,0,0,1,0,0,0,0
35,23,6.3287986363664752e-15,1,0,0,1,0,0,0,0
35,22,6.2642901135206309e-15,1,0,0,1,0,0,0,0
35,9,5.979085692781282e-15,1,0,0,1,0,0,0,0
35,5,5.6509522342400978e-15,1,0,0,1,0,0,0,0
35,6,5.6440239433553676e-15,1,0,0,1,0,0,0,0
35,7,4.587630467409058e-15,1,0,0,1,0,0,0,0
35,12,4.5596576524984306e-15,1,0,0,1,0,0,0,0
35,21,4.1444199711018458e-15,1,0,0,1,0,0,0,0
35,11,3.9036412476273804e-15,1,0,0,1,0,0,0,0
35,8,3.7305893511173172e-15,1,0,0,1,0,0,0,0
35,4,3.519545471711019e-15,1,0,0,1,0,0,0,0
35,19,3.4283314470358066e-15,1,0,0,1,0,0,0,0
35,10,3.3886523567057874e-15,1,0,0,1,0,0,0,0
35,3,3.3452825261230493e-15,1,0,0,1,0,0,0,0
35,18,3.1972854401934326e-15,1,0,0,1,0,0,0,0
35,17,3.1152492468986312e-15,1,0,0,1,0,0,0,0
35,15,2.7892322144735448e-15,1,0,0,1,0,0,0,0
35,2,2.7035959069048095e-15,1,0,0,1,0,0,0,0
35,16,2.5604410248014063e-15,1,0,0,1,0,0,0,0
35,20,2.5079457244494864e-15,1,0,0,1,0,0,0,0
35,0,1.6657274614170819e-15,1,0,0,1,0,0,0,0
